股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,EPS,每股配息,殖利率,更新時間,交易日
1235,興泰,40.85,30.32,39.93,K<D,37.32,-1.27,-1.27,0.0,黃金交叉,46.14,42.45,38.76,28.4,10,11,0.93,18.57,,,0.5,1.22,2026-02-06 21:52:30,
1236,宏亞,26.55,87.68,82.69,K>D,84.48,0.35,0.19,0.16,DIF>MACD,27.04,25.48,23.92,84.3,98,149,0.66,23.01,,,0.6,2.26,2026-02-06 21:52:31,
1256,鮮活果汁-KY,165.0,45.13,34.9,K>D,61.76,3.16,3.33,-0.17,DIF<MACD,168.0,160.28,152.55,80.6,82,87,0.94,59.02,17.21,9.59,4.66,2.82,2026-02-06 21:52:32,
1301,台塑,45.75,34.86,45.48,K<D,54.53,1.51,1.65,-0.14,DIF<MACD,51.61,45.05,38.49,55.3,37554,33022,1.14,2912.33,81.29,,0.5,1.09,2026-02-06 21:52:34,
1303,南亞,73.5,33.97,40.49,K<D,42.46,3.08,3.95,-0.87,DIF<MACD,85.23,74.11,62.99,47.3,141046,80611,1.75,5829.15,35.62,,0.7,0.95,2026-02-06 21:52:35,
1304,台聚,11.2,24.55,32.58,K<D,42.7,0.05,0.13,-0.08,DIF<MACD,12.56,11.69,10.81,22.2,4665,5522,0.84,120.1,,,0.2,1.79,2026-02-06 21:52:36,
1305,華夏,11.5,20.91,30.36,K<D,39.24,0.09,0.19,-0.1,DIF<MACD,12.86,12.0,11.13,21.3,1747,2564,0.68,66.82,,,0.15,1.3,2026-02-06 21:52:37,
1307,三芳,31.1,31.17,34.36,K<D,34.82,-0.24,-0.17,-0.08,DIF<MACD,33.08,31.91,30.74,15.5,717,702,1.02,123.72,10.54,2.95,2.7,8.68,2026-02-06 21:52:38,
1308,亞聚,13.15,25.34,31.78,K<D,39.51,-0.0,0.08,-0.08,DIF<MACD,14.4,13.66,12.92,15.5,1948,1761,1.11,78.08,48.7,,0.25,1.9,2026-02-06 21:52:40,
1309,台達化,11.8,35.34,40.48,K<D,47.06,0.14,0.19,-0.04,DIF<MACD,12.73,12.04,11.34,33.1,1147,1362,0.84,46.92,,,0.2,1.69,2026-02-06 21:52:41,
1310,台苯,8.91,35.75,38.55,K<D,47.93,0.03,0.05,-0.01,DIF<MACD,9.2,8.92,8.65,47.9,2214,1807,1.22,47.03,34.27,,,,2026-02-06 21:52:42,
1312,國喬,12.45,20.87,29.0,K<D,37.5,0.18,0.35,-0.17,DIF<MACD,13.99,13.18,12.37,5.2,7070,6682,1.06,142.82,18.86,,,,2026-02-06 21:52:43,
1313,聯成,10.15,20.41,32.27,K<D,40.91,0.01,0.09,-0.08,DIF<MACD,11.46,10.65,9.84,19.0,3062,3312,0.92,135.08,,,0.15,1.48,2026-02-06 21:52:44,
1314,中石化,7.85,19.9,23.7,K<D,33.78,-0.03,0.01,-0.03,DIF<MACD,8.4,8.1,7.8,7.7,15783,14437,1.09,297.11,4.51,,,,2026-02-06 21:52:46,
1315,達新,63.9,24.78,35.19,K<D,36.67,-0.06,0.0,-0.06,DIF<MACD,65.12,64.36,63.59,20.4,17,7,2.21,61.04,38.96,1.64,4.5,7.04,2026-02-06 21:52:47,
1316,上曜,13.65,25.95,24.45,K>D,30.0,-0.3,-0.28,-0.02,DIF<MACD,14.87,14.2,13.53,9.0,2634,2112,1.25,46.32,62.05,,,,2026-02-06 21:52:48,
1319,東陽,103.5,24.56,36.48,K<D,40.3,2.53,3.33,-0.8,DIF<MACD,118.55,107.43,96.31,32.3,2436,2626,0.93,612.18,15.85,6.53,5.3,5.12,2026-02-06 21:52:49,
1321,大洋,33.15,32.79,33.38,K<D,47.54,-0.43,-0.44,0.01,DIF>MACD,34.69,33.67,32.65,24.6,176,185,0.95,73.16,,,0.38,1.15,2026-02-06 21:52:50,
1323,永裕,18.65,31.52,37.88,K<D,48.48,-0.16,-0.16,0.0,DIF>MACD,19.17,18.83,18.48,24.4,12,35,0.35,17.02,186.5,0.1,0.9,4.83,2026-02-06 21:52:52,
1324,地球,10.5,15.69,19.7,K<D,26.67,-0.07,-0.0,-0.07,DIF<MACD,11.4,10.92,10.44,6.6,79,40,1.94,7.89,,,0.2,1.9,2026-02-06 21:52:53,
1325,恆大,30.0,17.94,28.1,K<D,53.16,0.02,0.05,-0.04,DIF<MACD,33.64,30.36,27.09,44.4,369,1397,0.26,25.58,,,0.3,1.0,2026-02-06 21:52:55,
1326,台化,39.05,36.11,52.89,K<D,60.78,2.04,2.0,0.04,DIF>MACD,45.29,37.29,29.3,61.0,39393,31122,1.27,2284.04,44.33,,0.5,1.28,2026-02-06 21:52:56,
1337,再生-KY,5.38,17.11,32.45,K<D,58.78,0.15,0.18,-0.03,DIF<MACD,6.23,5.36,4.5,50.9,273,867,0.31,14.47,,,,,2026-02-06 21:52:57,
1338,廣華-KY,19.25,10.32,10.63,K<D,0.0,-0.24,-0.12,-0.12,DIF<MACD,21.26,20.23,19.19,2.8,229,112,2.05,15.55,2.23,,0.78,4.05,2026-02-06 21:52:59,
1339,昭輝,41.9,21.22,26.92,K<D,19.7,-0.37,-0.22,-0.16,DIF<MACD,46.09,43.32,40.54,24.5,63,42,1.49,31.06,20.34,2.06,3.0,7.16,2026-02-06 21:53:00,
1340,勝悅-KY,6.55,17.5,21.75,K<D,24.72,-0.15,-0.12,-0.03,DIF<MACD,7.22,6.79,6.37,21.7,77,126,0.61,10.02,,,,,2026-02-06 21:53:01,
1341,富林-KY,58.9,84.21,70.91,K>D,57.89,0.11,0.01,0.1,DIF>MACD,59.29,58.33,57.36,79.7,5,4,1.36,31.13,14.76,3.99,5.2,8.83,2026-02-06 21:53:02,
1342,八貫,100.0,60.35,49.97,K>D,62.3,1.49,1.42,0.07,黃金交叉,98.42,95.55,92.68,127.4,3208,823,3.89,78.0,18.52,5.4,4.79,4.79,2026-02-06 21:53:03,
1402,遠東新,28.0,41.24,37.77,K>D,42.7,-0.01,0.02,-0.03,DIF<MACD,28.95,28.29,27.64,27.4,9872,7580,1.3,1498.59,16.87,1.66,1.6,5.71,2026-02-06 21:53:04,
1409,新纖,14.95,28.08,28.19,K<D,37.5,-0.04,-0.01,-0.03,DIF<MACD,15.76,15.18,14.6,29.9,3347,3323,1.01,241.25,12.46,1.2,0.6,4.01,2026-02-06 21:53:06,
1410,南染,33.1,20.94,16.94,K>D,36.0,-0.23,-0.19,-0.04,DIF<MACD,34.21,33.65,33.08,1.5,34,53,0.66,20.52,59.11,0.56,0.51,1.54,2026-02-06 21:53:07,
1413,宏洲,9.8,29.18,36.9,K<D,45.4,-0.02,-0.02,-0.0,DIF<MACD,10.08,9.92,9.75,14.0,3,6,0.52,12.95,22.27,0.44,,,2026-02-06 21:53:08,
1414,東和,19.6,47.63,49.17,K<D,47.83,0.14,0.17,-0.03,DIF<MACD,20.12,19.3,18.48,68.5,466,610,0.76,34.93,150.77,0.13,0.26,1.33,2026-02-06 21:53:09,
1416,廣豐,11.7,34.0,40.73,K<D,46.67,-0.01,-0.01,-0.0,DIF<MACD,11.9,11.76,11.62,29.1,97,135,0.72,21.69,15.0,0.78,0.56,4.79,2026-02-06 21:53:10,
1417,嘉裕,8.78,51.65,45.44,K>D,48.39,-0.04,-0.03,-0.01,DIF<MACD,8.94,8.78,8.63,48.6,123,138,0.9,16.68,,,,,2026-02-06 21:53:11,
1418,東華,19.8,27.87,29.28,K<D,48.28,-0.01,0.01,-0.02,DIF<MACD,20.15,19.94,19.73,17.3,17,9,1.83,10.75,,,,,2026-02-06 21:53:12,
1419,新紡,67.8,17.09,28.7,K<D,34.41,-0.38,0.78,-1.16,DIF<MACD,81.03,73.83,66.62,8.2,128,267,0.48,202.88,15.2,4.46,1.5,2.21,2026-02-06 21:53:14,
1423,利華,37.85,59.67,50.51,K>D,41.67,-0.1,-0.09,-0.01,DIF<MACD,38.4,38.09,37.78,11.8,50,18,2.7,37.72,8.91,4.25,0.8,2.11,2026-02-06 21:53:15,
1432,大魯閣,18.9,66.68,63.12,K>D,64.15,0.2,0.14,0.06,DIF>MACD,19.07,18.42,17.77,86.9,306,394,0.78,20.41,,,,,2026-02-06 21:53:16,
1434,福懋,17.1,59.38,60.76,K<D,54.32,0.31,0.28,0.03,DIF>MACD,17.77,16.76,15.74,66.8,3339,4027,0.83,287.7,48.86,0.35,0.8,4.68,2026-02-06 21:53:17,
1435,中福,20.5,41.71,52.46,K<D,38.57,-0.39,-0.37,-0.02,DIF<MACD,22.49,21.42,20.36,6.7,6,6,0.94,28.65,,,,,2026-02-06 21:53:19,
1436,華友聯,58.5,21.75,25.75,K<D,31.71,-0.83,-0.6,-0.23,DIF<MACD,63.54,61.34,59.14,-14.7,481,268,1.8,101.03,9.67,6.05,7.53,12.87,2026-02-06 21:53:20,
1437,勤益控,32.0,22.31,34.18,K<D,46.12,-0.22,-0.19,-0.03,DIF<MACD,32.96,32.36,31.77,19.3,96,86,1.12,64.6,15.31,2.09,1.83,5.72,2026-02-06 21:53:21,
1438,三地開發,31.0,28.06,32.54,K<D,16.9,-0.51,-0.34,-0.17,DIF<MACD,34.02,32.66,31.29,-10.7,17,23,0.75,34.47,,,,,2026-02-06 21:53:22,
1439,雋揚,29.7,72.93,68.17,K>D,26.09,0.14,0.23,-0.08,DIF<MACD,30.49,29.99,29.49,20.9,25,17,1.49,27.32,10.68,2.78,0.3,1.01,2026-02-06 21:53:23,
1440,南紡,13.4,30.4,36.26,K<D,43.18,0.0,0.02,-0.02,DIF<MACD,14.01,13.59,13.17,27.1,793,1132,0.7,222.01,63.81,,0.3,2.24,2026-02-06 21:53:24,
1441,大東,9.96,4.83,9.49,K<D,14.52,-0.12,-0.11,-0.01,DIF<MACD,10.49,10.17,9.85,17.2,26,14,1.88,7.15,,,,,2026-02-06 21:53:26,
1442,名軒,29.65,65.49,59.25,K>D,44.44,-0.2,-0.28,0.09,DIF>MACD,30.7,29.78,28.86,42.9,433,574,0.75,108.58,7.82,3.79,4.5,15.18,2026-02-06 21:53:27,
1443,立益物流,26.55,44.3,53.51,K<D,46.74,-0.03,-0.01,-0.02,DIF<MACD,27.53,27.0,26.47,7.2,35,15,2.24,35.93,34.48,0.77,,,2026-02-06 21:53:28,
1444,力麗,6.29,17.44,28.39,K<D,51.22,0.07,0.09,-0.03,DIF<MACD,6.9,6.35,5.8,44.4,293,605,0.48,61.92,22.46,,,,2026-02-06 21:53:29,
1445,大宇,15.55,80.17,78.86,K>D,78.07,0.61,0.4,0.21,DIF>MACD,16.41,13.97,11.52,82.4,222,298,0.74,20.32,,,0.5,3.22,2026-02-06 21:53:31,
1446,宏和,16.6,12.83,14.28,K<D,17.31,-0.36,-0.28,-0.08,DIF<MACD,18.61,17.47,16.34,11.4,120,163,0.74,22.86,5.89,2.82,2.0,12.05,2026-02-06 21:53:32,
1447,力鵬,5.45,20.81,30.88,K<D,53.42,0.03,0.04,-0.0,DIF<MACD,5.96,5.42,4.87,52.9,567,679,0.84,45.97,15.14,,,,2026-02-06 21:53:33,
1449,佳和,11.15,22.92,19.72,K>D,22.22,-0.04,0.08,-0.12,DIF<MACD,12.76,11.81,10.87,15.0,486,464,1.05,14.17,5.52,,0.33,2.96,2026-02-06 21:53:34,
1451,年興,17.35,19.53,25.97,K<D,36.36,0.04,0.1,-0.07,DIF<MACD,18.3,17.73,17.16,16.5,215,146,1.47,34.35,9.86,1.76,1.0,5.76,2026-02-06 21:53:35,
1452,宏益,11.65,19.6,28.23,K<D,47.83,-0.01,0.01,-0.02,DIF<MACD,12.07,11.81,11.54,20.6,33,45,0.73,15.45,5.88,,0.5,4.29,2026-02-06 21:53:37,
1453,大將,12.85,47.41,53.5,K<D,56.7,0.21,0.17,0.03,DIF>MACD,13.77,12.64,11.51,59.3,111,192,0.58,14.55,,,,,2026-02-06 21:53:38,
1454,台富,14.1,52.79,68.25,K<D,58.09,0.51,0.33,0.18,DIF>MACD,15.91,13.6,11.29,60.9,215,1197,0.18,17.22,,,0.25,1.77,2026-02-06 21:53:39,
1455,集盛,8.56,22.25,34.48,K<D,54.6,0.24,0.28,-0.04,DIF<MACD,9.93,8.52,7.11,51.3,418,891,0.47,45.51,11.89,,,,2026-02-06 21:53:40,
1456,怡華,13.05,72.68,66.92,K>D,53.13,-0.02,0.0,-0.02,DIF<MACD,13.49,13.12,12.75,40.3,36,23,1.52,12.23,10.28,1.27,,,2026-02-06 21:53:41,
1457,宜進,14.95,8.65,16.64,K<D,34.29,-0.18,-0.14,-0.03,DIF<MACD,15.83,15.34,14.84,10.8,56,92,0.61,34.91,35.6,0.42,1.0,6.69,2026-02-06 21:53:42,
1459,聯發,11.7,21.28,29.29,K<D,46.15,-0.03,-0.01,-0.01,DIF<MACD,11.96,11.77,11.59,29.4,23,62,0.37,37.15,5.52,2.12,,,2026-02-06 21:53:44,
1460,宏遠,6.82,75.19,70.97,黃金交叉,72.84,0.11,0.1,0.0,黃金交叉,6.82,6.56,6.31,100.6,1892,746,2.53,46.0,10.49,,,,2026-02-06 21:53:45,
1463,強盛新,18.0,76.19,71.57,K>D,64.1,-0.12,-0.25,0.13,DIF>MACD,18.0,17.5,17.0,100.0,79,47,1.69,30.89,4.75,3.79,2.1,11.67,2026-02-06 21:53:46,
1464,得力,11.1,17.64,19.53,K<D,21.43,-0.04,0.03,-0.07,DIF<MACD,12.01,11.48,10.95,14.1,416,304,1.37,47.05,28.46,0.39,0.5,4.5,2026-02-06 21:53:47,
1465,偉全,12.3,18.28,30.36,K<D,33.33,-0.07,-0.06,-0.01,DIF<MACD,12.62,12.47,12.31,-2.9,39,28,1.37,12.74,,,0.6,4.88,2026-02-06 21:53:48,
1466,聚隆,16.65,77.37,66.74,K>D,77.5,0.31,0.14,0.17,DIF>MACD,15.71,14.61,13.51,142.7,2424,969,2.5,18.51,,,,,2026-02-06 21:53:50,
1467,南緯,7.31,8.06,14.69,K<D,30.92,-0.01,0.07,-0.08,DIF<MACD,8.21,7.75,7.28,3.1,134,201,0.67,17.08,,,,,2026-02-06 21:53:51,
1468,昶和,12.7,41.4,55.93,K<D,60.38,0.27,0.28,-0.02,DIF<MACD,13.67,12.55,11.43,56.8,57,41,1.37,20.37,127.0,0.1,,,2026-02-06 21:53:52,
1471,首利,12.4,33.86,47.21,K<D,61.08,0.93,0.93,-0.0,DIF<MACD,14.93,11.64,8.34,61.6,599,890,0.67,18.65,,,,,2026-02-06 21:53:53,
1472,三洋實業,90.0,68.03,53.79,K>D,54.88,-0.05,-0.34,0.29,DIF>MACD,90.28,88.27,86.26,93.1,14,22,0.64,47.24,14.22,6.33,3.0,3.33,2026-02-06 21:53:54,
1473,台南,24.75,17.74,32.01,K<D,54.62,0.13,0.28,-0.15,DIF<MACD,27.59,25.3,23.01,38.0,94,97,0.97,36.17,19.96,1.24,2.0,8.08,2026-02-06 21:53:55,
1474,弘裕,10.15,29.79,35.7,K<D,41.38,-0.11,-0.13,0.02,DIF>MACD,10.57,10.34,10.11,8.0,451,286,1.58,13.18,30.76,0.33,0.4,3.94,2026-02-06 21:53:57,
1475,業旺,30.6,16.08,19.61,K<D,27.55,-0.29,-0.13,-0.15,DIF<MACD,33.63,32.12,30.62,-0.8,25,38,0.65,20.2,8.92,3.43,3.6,11.76,2026-02-06 21:53:58,
1476,儒鴻,417.0,53.19,40.2,K>D,48.41,1.48,1.28,0.2,黃金交叉,425.84,409.45,393.06,73.0,626,715,0.88,1144.11,20.27,20.57,17.0,4.08,2026-02-06 21:53:59,
1477,聚陽,318.0,50.37,36.31,K>D,47.97,2.21,3.06,-0.85,DIF<MACD,334.37,318.4,302.43,48.7,496,942,0.53,784.49,21.21,14.99,16.1,5.06,2026-02-06 21:54:01,
1503,士電,201.0,15.77,32.44,K<D,47.69,8.82,12.32,-3.5,DIF<MACD,252.01,214.3,176.59,32.4,3333,4156,0.8,1047.15,32.01,6.28,4.5,2.24,2026-02-06 21:54:02,
1504,東元,80.0,18.9,20.24,K<D,36.24,-1.6,-0.96,-0.64,DIF<MACD,92.27,85.12,77.97,14.2,14792,13640,1.08,1875.71,31.5,2.54,2.2,2.75,2026-02-06 21:54:03,
1506,正道,11.85,21.73,25.98,K<D,14.29,-0.01,0.11,-0.12,DIF<MACD,13.38,12.34,11.29,26.8,198,211,0.94,35.6,148.13,0.08,,,2026-02-06 21:54:05,
1512,瑞利,7.79,15.62,19.85,K<D,33.18,0.06,0.13,-0.07,DIF<MACD,9.07,8.05,7.02,37.6,76,102,0.75,7.65,,,,,2026-02-06 21:54:06,
1513,中興電,158.5,21.33,35.73,K<D,48.75,3.33,5.55,-2.21,DIF<MACD,192.75,167.97,143.2,30.9,7095,6913,1.03,783.11,20.53,7.72,4.6,2.9,2026-02-06 21:54:07,
1514,亞力,119.5,20.63,31.98,K<D,49.62,4.83,6.87,-2.04,DIF<MACD,150.86,123.7,96.54,42.3,4560,5616,0.81,323.69,40.92,2.92,1.7,1.42,2026-02-06 21:54:08,
1515,力山,26.05,24.89,23.77,K>D,17.58,-0.38,-0.22,-0.16,DIF<MACD,29.24,27.4,25.56,13.4,203,319,0.64,47.27,8.4,,1.0,3.84,2026-02-06 21:54:09,
1516,川飛,21.7,27.34,30.45,K<D,50.63,0.05,0.18,-0.13,DIF<MACD,22.72,21.94,21.16,34.7,61,36,1.69,8.68,,,,,2026-02-06 21:54:11,
1517,利奇,11.75,20.31,27.21,K<D,26.39,0.12,0.23,-0.1,DIF<MACD,13.47,12.17,10.87,33.8,165,254,0.65,25.85,1.78,,0.2,1.7,2026-02-06 21:54:12,
1519,華城,910.0,18.55,29.59,K<D,43.91,35.64,50.99,-15.35,DIF<MACD,1106.41,965.1,823.79,30.5,4823,4324,1.12,2874.51,67.11,13.56,9.0,0.99,2026-02-06 21:54:13,
1521,大億,26.2,20.22,25.06,K<D,27.46,0.44,0.7,-0.26,DIF<MACD,30.62,26.9,23.19,40.5,34,24,1.43,19.97,41.59,0.63,1.0,3.82,2026-02-06 21:54:14,
1522,堤維西,46.45,13.59,21.08,K<D,28.24,0.2,0.65,-0.45,DIF<MACD,53.54,49.63,45.72,9.4,1408,878,1.6,144.9,48.39,0.96,3.0,6.46,2026-02-06 21:54:15,
1524,耿鼎,31.3,11.47,23.78,K<D,28.25,0.72,1.14,-0.42,DIF<MACD,37.01,33.17,29.34,25.6,1240,1332,0.93,51.74,12.32,2.54,2.3,7.35,2026-02-06 21:54:16,
1525,江申,61.2,12.48,20.27,K<D,45.6,-0.35,-0.22,-0.13,DIF<MACD,64.55,63.01,61.47,-8.6,69,31,2.17,44.92,15.85,3.86,3.1,5.07,2026-02-06 21:54:18,
1526,日馳,20.0,24.54,33.29,K<D,48.11,0.78,1.0,-0.22,DIF<MACD,24.76,20.4,16.04,45.4,190,306,0.62,12.0,,,,,2026-02-06 21:54:19,
1527,鑽全,33.9,17.72,21.58,K<D,22.69,0.14,0.41,-0.26,DIF<MACD,37.82,34.95,32.07,31.8,124,153,0.81,46.98,24.74,1.37,2.2,6.49,2026-02-06 21:54:20,
1528,恩德,26.55,39.72,37.08,K>D,37.83,1.59,2.11,-0.52,DIF<MACD,32.65,27.53,22.41,40.4,27972,10043,2.79,50.8,,,0.1,0.38,2026-02-06 21:54:21,
1529,樂事綠能,22.6,11.59,21.61,K<D,48.82,0.82,1.2,-0.38,DIF<MACD,27.71,23.78,19.85,35.0,944,1085,0.87,35.05,30.13,0.75,0.2,0.88,2026-02-06 21:54:22,
1530,亞崴,28.75,25.43,32.44,K<D,36.36,0.35,0.46,-0.11,DIF<MACD,30.57,28.98,27.4,42.7,31,28,1.08,27.2,47.92,0.6,1.53,5.32,2026-02-06 21:54:23,
1531,高林股,12.2,26.95,23.65,K>D,25.0,0.04,0.08,-0.05,DIF<MACD,12.84,12.31,11.79,39.2,81,86,0.93,22.22,12.98,,0.4,3.28,2026-02-06 21:54:25,
1532,勤美,24.1,25.95,22.84,K>D,26.42,-0.51,-0.48,-0.03,DIF<MACD,25.77,24.84,23.92,9.6,813,552,1.47,100.32,120.5,0.2,1.73,7.18,2026-02-06 21:54:26,
1533,車王電,30.0,11.78,15.64,K<D,17.31,-0.53,-0.32,-0.21,DIF<MACD,33.56,31.78,30.0,-0.1,82,85,0.96,29.56,50.85,0.59,,,2026-02-06 21:54:27,
1535,中宇,48.0,4.98,11.11,K<D,12.16,-1.09,-0.62,-0.47,DIF<MACD,55.43,51.97,48.52,-7.5,166,186,0.89,59.4,12.09,3.97,3.0,6.25,2026-02-06 21:54:28,
1536,和大,59.9,24.7,31.32,K<D,39.44,0.57,1.04,-0.47,DIF<MACD,68.01,61.37,54.73,38.9,2179,2290,0.95,167.1,399.33,,0.8,1.34,2026-02-06 21:54:30,
1537,廣隆,123.0,36.62,33.94,K>D,33.33,-0.27,-0.16,-0.11,DIF<MACD,125.24,123.67,122.11,28.4,50,43,1.18,100.94,14.93,8.24,10.5,8.54,2026-02-06 21:54:31,
1538,正峰,26.15,43.67,41.64,K>D,44.74,-0.0,0.02,-0.03,DIF<MACD,26.59,26.26,25.93,33.8,22,12,1.85,8.45,,,,,2026-02-06 21:54:32,
1539,巨庭,17.95,14.6,18.75,K<D,12.5,0.1,0.33,-0.23,DIF<MACD,21.39,18.88,16.37,31.5,69,85,0.82,11.73,71.8,0.25,0.85,4.74,2026-02-06 21:54:33,
1540,喬福,24.0,11.62,16.54,K<D,21.05,0.15,0.48,-0.33,DIF<MACD,28.4,25.53,22.66,23.4,330,397,0.83,20.51,23.08,1.04,1.6,6.67,2026-02-06 21:54:35,
1541,錩泰,24.55,12.55,16.82,K<D,24.64,0.19,0.42,-0.23,DIF<MACD,29.17,25.44,21.7,38.1,17,29,0.6,19.35,16.93,1.45,0.5,2.04,2026-02-06 21:54:36,
1558,伸興,95.0,10.85,7.74,K>D,15.69,-1.67,-1.33,-0.35,DIF<MACD,104.21,98.39,92.58,20.8,44,31,1.42,61.31,17.18,5.53,6.0,6.32,2026-02-06 21:54:37,
1560,中砂,396.0,21.64,26.0,K<D,35.68,3.64,9.33,-5.69,DIF<MACD,439.91,419.88,399.84,-9.6,1813,1835,0.99,581.89,52.87,7.49,3.99,1.01,2026-02-06 21:54:38,
